term,grammar_category,polarity,polarity_target,polarity_classification
inovador,Adj,1.0,N0,MAN
inqualificacao,N,-1.0,N0,MAN
inqualificado,Adj,-1.0,N0,MAN
inqualificavel,Adj,-1.0,N0,MAN
inquebrantavel,Adj,-1.0,N0,MAN
inquestionavel,Adj,1.0,N0,MAN
inquietacao,N,-1.0,N0,MAN
inquietante,Adj,-1.0,N0,MAN
inquieto,Adj,-1.0,N0,MAN
insaciado,Adj,-1.0,N0,MAN
insaciavel,Adj,0.0,N0,MAN
insanidade,N,-1.0,N0,MAN
insano,Adj,-1.0,N0,MAN
insatisfatorio,Adj,-1.0,N0,JALC
insatisfeito,Adj,-1.0,N0,JALC
inseguranca,N,-1.0,N0,MAN
inseguro,Adj,-1.0,N0,MAN
insensatez,N,-1.0,N0,MAN
insensato,Adj,-1.0,N0,MAN
insensibilidade,N,-1.0,N0,MAN
insensivel,Adj,-1.0,N0,MAN
inseparavel,Adj,0.0,N0,JALC
insidioso,Adj,-1.0,N0,MAN
insigne,Adj,1.0,N0,MAN
insignificante,Adj,-1.0,N0,MAN
insinceridade,N,-1.0,N0,MAN
insincero,Adj,-1.0,N0,MAN
insinuacao,N,-1.0,N0,MAN
insinuador,Adj,-1.0,N0,MAN
insinuante,Adj,0.0,N0,MAN
insinuativo,Adj,-1.0,N0,MAN
insinuoso,Adj,-1.0,N0,MAN
insipidez,N,-1.0,N0,MAN
insipido,Adj,-1.0,N0,MAN
insipiencia,N,-1.0,N0,MAN
insipiente,Adj,-1.0,N0,MAN
insistente,Adj,0.0,N0,MAN
insociabilidade,N,-1.0,N0,MAN
insociavel,Adj,-1.0,N0,MAN
insofrido,Adj,-1.0,N0,MAN
insolencia,N,-1.0,N0,MAN
insolente,Adj,-1.0,N0,MAN
insolito,Adj,-1.0,N0,MAN
insondavel,Adj,-1.0,N0,JALC
insonso,Adj,-1.0,N0,MAN
insosso,Adj,-1.0,N0,MAN
inspiracao,N,1.0,N0,MAN
inspirado,Adj,1.0,N0,MAN
inspirador,Adj,1.0,N0,MAN
inspirar confianca,IDIOM,1.0,N0,MAN
instabilidade,N,-1.0,N0,MAN
instavel,Adj,-1.0,N0,MAN
instigado,Adj,-1.0,N0,JALC
instintivo,Adj,0.0,N0,MAN
instruido,Adj,1.0,N0,MAN
instrutivo,Adj,1.0,N0,JALC
insubmisso,Adj,-1.0,N0,MAN
insubordinacao,N,-1.0,N0,MAN
insubordinado,Adj,-1.0,N0,MAN
insubornavel,Adj,1.0,N0,MAN
insubstituivel,Adj,1.0,N0,JALC
insuficiente,Adj,-1.0,N0,JALC
insulsez,N,-1.0,N0,MAN
insulso,Adj,-1.0,N0,MAN
insultado,Adj,-1.0,N0,JALC
insultar,V,-1.0,N0:N1,MAN
insulto,N,-1.0,N0,MAN
insultuoso,Adj,-1.0,N0,MAN
insuperavel,Adj,1.0,N0,JALC
insuportavel,Adj,-1.0,N0,MAN
insurgente,Adj,-1.0,N0,MAN
insurrecto,Adj,-1.0,N0,MAN
insurreto,Adj,-1.0,N0,JALC
insusceptivel,Adj,-1.0,N0,JALC
insuscetivel,Adj,-1.0,N0,JALC
insuspeito,Adj,1.0,N0,JALC
intacto,Adj,0.0,N0,JALC
integridade,N,1.0,N0,MAN
integrista,Adj,-1.0,N0,JALC
integro,Adj,1.0,N0,MAN
intelectual,Adj,0.0,N0,MAN
intelectualista,Adj,0.0,N0,MAN
intelectualoide,Adj,-1.0,N0,MAN
inteligencia,N,1.0,N0,MAN
inteligente,Adj,1.0,N0,MAN
intemerato,Adj,1.0,N0,MAN
intemperado,Adj,-1.0,N0,MAN
intemperamento,N,-1.0,N0,MAN
intempestividade,N,-1.0,N0,MAN
intempestivo,Adj,-1.0,N0,MAN
intenso,Adj,0.0,N0,MAN
interceptado,Adj,-1.0,N0,JALC
intercessor,Adj,0.0,N0,JALC
intercetado,Adj,-1.0,N0,JALC
interdito,Adj,-1.0,N0,JALC
interessante,Adj,1.0,N0,MAN
interesseiro,Adj,-1.0,N0,MAN
internado,Adj,-1.0,N0,JALC
interpretativo,Adj,0.0,N0,JALC
interrogador,Adj,0.0,N0,JALC
interrogatorio,Adj,-1.0,N0,JALC
intervencionista,Adj,0.0,N0,MAN
interveniente,Adj,0.0,N0,JALC
interventor,Adj,0.0,N0,JALC
intimidacao,N,-1.0,N0,MAN
intimidado,Adj,-1.0,N0,JALC
intimidador,Adj,-1.0,N0,MAN
intimidante,Adj,-1.0,N0,MAN
intimidar,V,1.0,N0:N1,MAN
intimidativo,Adj,-1.0,N0,MAN
intimidatorio,Adj,-1.0,N0,MAN
intimorato,Adj,1.0,N0,MAN
intocado,Adj,0.0,N0,JALC
intocavel,Adj,0.0,N0,MAN
intolerancia,N,-1.0,N0,MAN
intolerante,Adj,-1.0,N0,MAN
intoleravel,Adj,-1.0,N0,MAN
intragavel,Adj,-1.0,N0,JALC
intranquilidade,N,-1.0,N0,MAN
intranquilo,Adj,-1.0,N0,MAN
intransigencia,N,-1.0,N0,MAN
intransigente,Adj,-1.0,N0,MAN
intratabilidade,N,-1.0,N0,MAN
intratavel,Adj,-1.0,N0,MAN
intrepido e sereno,Adj,8.0,N0,MAN
intrepido,Adj,7.0,N0,MAN
intriga,N,-1.0,N0,MAN
intrigante,Adj,-1.0,N0,MAN
intriguista,Adj,-1.0,N0,MAN
intrincado,Adj,-1.0,N0,JALC
intrometer-se,V,-1.0,N0:N1,MAN
intrometido,Adj,-1.0,N0,MAN
introspectivo,Adj,0.0,N0,MAN
introspetivo,Adj,0.0,N0,MAN
introvertido,Adj,-1.0,N0,MAN
intruso,Adj,-1.0,N0,JALC
intuitivo,Adj,0.0,N0,MAN
inumanidade,N,-1.0,N0,MAN
inumano,Adj,-1.0,N0,MAN
inusitado,Adj,0.0,N0,JALC
inusual,Adj,0.0,N0,JALC
inutil,Adj,-1.0,N0,MAN
inutilidade,N,-1.0,N0,MAN
invadir a privacidade de,IDIOM,-1.0,N0:N1,MAN
invadir,V,-1.0,N0:N1,MAN
invalido,Adj,-1.0,N0,MAN
invariavel,Adj,0.0,N0,JALC
invasivo,Adj,-1.0,N0,JALC
invasor,Adj,-1.0,N0,JALC
invectivo,Adj,-1.0,N0,MAN
inveja,N,-1.0,N0,MAN
invejado,Adj,0.0,N0,JALC
invejar,V,-1.0,N0:N1,MAN
invejoso,Adj,-1.0,N0,MAN
invencivel,Adj,1.0,N0,MAN
inventivo,Adj,1.0,N0,MAN
inventor,Adj,1.0,N0,JALC
invertido,Adj,-1.0,N0,MAN
investigado,Adj,0.0,N0,JALC
invetivo,Adj,-1.0,N0,MAN
inviavel,Adj,-1.0,N0,JALC
inviesado,Adj,-1.0,N0,MAN
inviolavel,Adj,0.0,N0,JALC
invisivel,Adj,-1.0,N0,MAN
invulgar,Adj,0.0,N0,MAN
invulneravel,Adj,1.0,N0,JALC
ir a luta,IDIOM,1.0,N0,MAN
ir ao chao,IDIOM,-1.0,N0,MAN
ir ao tapete,IDIOM,-1.0,N0,MAN
ir aos arames,IDIOM,-1.0,N0,MAN
ir as nuvens,IDIOM,1.0,N0,MAN
ir as paredes,IDIOM,-1.0,N0,MAN
ir dentro,IDIOM,-1.0,N0,MAN
ir desta para melhor,IDIOM,-1.0,N0,MAN
ir para o outro mundo,IDIOM,-1.0,N0,MAN
ir pelo caminho errado,IDIOM,-1.0,N0,MAN
ir pelos ares,IDIOM,-1.0,N0,MAN
ir-se abaixo,IDIOM,-1.0,N0,MAN
ir-se ao ar,IDIOM,-1.0,N0,MAN
ir-se aos ares,IDIOM,-1.0,N0,MAN
iracundia,N,-1.0,N0,MAN
iracundo,Adj,-1.0,N0,MAN
irado,Adj,-1.0,N0,JALC
irascibilidade,N,-1.0,N0,MAN
irascivel,Adj,-1.0,N0,MAN
ironico,Adj,-1.0,N0,JALC
ironico,Adj,-1.0,N0,MAN
irracional,Adj,-1.0,N0,MAN
irracionalidade,N,-1.0,N0,MAN
irrealismo,N,-1.0,N0,MAN
irrealista,Adj,-1.0,N0,MAN
irreconhecivel,Adj,0.0,N0,MAN
irrefreavel,Adj,0.0,N0,JALC
irrefutavel,Adj,1.0,N0,JALC
irregular,Adj,-1.0,N0,MAN
irregularidade,N,-1.0,N0,MAN
irrelevante,Adj,-1.0,N0,JALC
irreligioso,Adj,-1.0,N0,MAN
irrepreensivel,Adj,1.0,N0,MAN
irreprimivel,Adj,1.0,N0,MAN
irrequieto,Adj,-1.0,N0,MAN
irresistivel,Adj,1.0,N0,MAN
irresoluto,Adj,-1.0,N0,JALC
irrespeito,N,-1.0,N0,MAN
irrespeitoso,Adj,-1.0,N0,MAN
irresponsabilidade,N,-1.0,N0,MAN
irresponsavel,Adj,-1.0,N0,MAN
irreverencia,N,-1.0,N0,MAN
irreverencioso,Adj,-1.0,N0,MAN
irreverente,Adj,-1.0,N0,MAN
irridente,Adj,-1.0,N0,MAN
irrisorio,Adj,-1.0,N0,JALC
irritabilidade,N,-1.0,N0,MAN
irritacao,N,-1.0,N0,MAN
irritadico,Adj,-1.0,N0,MAN
irritado,Adj,-1.0,N0,MAN
irritante,Adj,-1.0,N0,MAN
irritar-se,V,-1.0,N0,MAN
irritar,V,0.0,N0:N1,MAN
irritativo,Adj,-1.0,N0,MAN
irritavel,Adj,-1.0,N0,MAN
isento,Adj,1.0,N0,MAN
isolamento,N,-1.0,N0,MAN
jacobino,Adj,0.0,N0,MAN
jactancia,N,-1.0,N0,MAN
jactante,Adj,-1.0,N0,MAN
jalofo,Adj,-1.0,N0,MAN
janota,Adj,0.0,N0,MAN
javardice,N,-1.0,N0,MAN
javardo,Adj,-1.0,N0,MAN
jeitoso,Adj,1.0,N0,MAN
jeremias,Adj,-1.0,N0,MAN
jocosidade,N,-1.0,N0,MAN
jocoso,Adj,0.0,N0,MAN
jogar ao faz de conta,IDIOM,-1.0,N0,MAN
jovem,Adj,0.0,N0,MAN
jovial,Adj,1.0,N0,MAN
jovialidade,N,1.0,N0,MAN
jubilado,Adj,1.0,N0,JALC
jubiloso,Adj,1.0,N0,MAN
judicativo,Adj,-1.0,N0,MAN
judicioso,Adj,0.0,N0,MAN
juizo,N,1.0,N0,MAN
juntar o util ao agradavel,IDIOM,1.0,N0,MAN
jururu,Adj,-1.0,N0,JALC
justica,N,1.0,N0,MAN
justiceiro,Adj,1.0,N0,MAN
justificativo,Adj,0.0,N0,JALC
justificavel,Adj,1.0,N0,JALC
justo,Adj,1.0,N0,MAN
kafkiano,Adj,-1.0,N0,MAN
labia,N,-1.0,N0,MAN
laborioso,Adj,0.0,N0,MAN
labrego,Adj,-1.0,N0,MAN
labreguice,N,-1.0,N0,MAN
labroste,Adj,-1.0,N0,MAN
labutador,Adj,1.0,N0,MAN
laconico,Adj,-1.0,N0,MAN
laconio,Adj,-1.0,N0,MAN
lacrimoso,Adj,-1.0,N0,MAN
ladino,Adj,-1.0,N0,MAN
ladro,Adj,-1.0,N0,MAN
ladroagem,N,-1.0,N0,MAN
laical,Adj,-1.0,N0,MAN
laico,Adj,-1.0,N0,MAN
lambao,Adj,-1.0,N0,MAN
lambareiro,Adj,-1.0,N0,JALC
lambeiro,Adj,-1.0,N0,MAN
lamber as botas a,IDIOM,-1.0,N0:N1,MAN
lambuzado,Adj,-1.0,N0,JALC
lamecha,Adj,-1.0,N0,MAN
lamechar,V,-1.0,N0,MAN
lamechice,N,-1.0,N0,MAN
lamentacao,N,-1.0,N0,MAN
lamentar-se,V,-1.0,N0:N1,MAN
lamentavel,Adj,-1.0,N0,MAN
lamentoso,Adj,-1.0,N0,MAN
lampeiro,Adj,-1.0,N0,MAN
lamuria,N,-1.0,N0,MAN
lamuriante,Adj,-1.0,N0,MAN
lamuriar-se,V,-1.0,N0:N1,MAN
lamuriento,Adj,-1.0,N0,MAN
lamurioso,Adj,-1.0,N0,MAN
lancinante,Adj,-1.0,N0,JALC
langoroso,Adj,-1.0,N0,MAN
languescente,Adj,-1.0,N0,MAN
languido,Adj,-1.0,N0,MAN
laparoto,Adj,-1.0,N0,MAN
lapidado,Adj,0.0,N0,JALC
lapuz,Adj,-1.0,N0,MAN
lascivo,Adj,0.0,N0,MAN
lastima,N,-1.0,N0,MAN
lastimar-se,V,-1.0,N0:N1,MAN
lastimavel,Adj,-1.0,N0,JALC
lastimoso,Adj,-1.0,N0,MAN
lata,N,-1.0,N0,MAN
latente,Adj,-1.0,N0,JALC
laudativo,Adj,1.0,N0,MAN
laudatorio,Adj,1.0,N0,MAN
laurear a pevide,IDIOM,-1.0,N0,MAN
lavadico,Adj,0.0,N0,MAN
lavado,Adj,1.0,N0,JALC
lavar roupa suja,IDIOM,-1.0,N0,MAN
laxista,Adj,-1.0,N0,MAN
lazarento,Adj,-1.0,N0,MAN
lazudo,Adj,-1.0,N0,MAN
leal,Adj,1.0,N0,MAN
lealdade,N,1.0,N0,MAN
ledo,Adj,1.0,N0,MAN
legal,Adj,1.0,N0,JALC
legitimo,Adj,1.0,N0,JALC
leigo,Adj,-1.0,N0,MAN
lelo,Adj,-1.0,N0,MAN
lendario,Adj,1.0,N0,MAN
lenitivo,Adj,1.0,N0,JALC
lentidao,N,-1.0,N0,MAN
lento,Adj,-1.0,N0,MAN
lepido,Adj,0.0,N0,MAN
leproso,Adj,-1.0,N0,JALC
lerdice,N,-1.0,N0,MAN
lerdo,Adj,-1.0,N0,MAN
lesado,Adj,-1.0,N0,JALC
lesionado,Adj,-1.0,N0,MAN
lesivo,Adj,-1.0,N0,JALC
leso,Adj,-1.0,N0,JALC
lesto,Adj,1.0,N0,MAN
letal,Adj,-1.0,N0,JALC
letargia,N,-1.0,N0,MAN
letargico,Adj,-1.0,N0,MAN
letrado,Adj,1.0,N0,MAN
levado da breca,Adj,-1.0,N0,MAN
levado das maleitas,Adj,-1.0,N0,MAN
levado do diabo,Adj,-1.0,N0,MAN
levantado,Adj,-1.0,N0,MAN
levantar a cabeca,IDIOM,1.0,N0,MAN
levar a melhor,IDIOM,1.0,N0,MAN
levar a sua avante,IDIOM,1.0,N0,MAN
levar com a porta na cara,IDIOM,-1.0,N0,MAN
levar com um balde de agua fria,IDIOM,-1.0,N0,MAN
levar na corneta,IDIOM,-1.0,N0,MAN
levar nas orelhas de,IDIOM,-1.0,N0:N1,MAN
levar nas orelhas,IDIOM,-1.0,N0,MAN
levar porrada,IDIOM,-1.0,N0,MAN
levar um baile de,IDIOM,-1.0,N0:N1,MAN
levar um baile,IDIOM,-1.0,N0,MAN
levar um banho de agua fria,IDIOM,-1.0,N0,MAN
levar um pontape no cu,IDIOM,-1.0,N0,MAN
levar um tiro,IDIOM,-1.0,N0,MAN
levar uma abada,IDIOM,-1.0,N0,MAN
levar uma cabazada,IDIOM,-1.0,N0,MAN
levar uma coca,IDIOM,-1.0,N0,MAN
levar uma malha,IDIOM,-1.0,N0,MAN
levar uma surra,IDIOM,-1.0,N0,MAN
levar uma tareia,IDIOM,-1.0,N0,MAN
leve,Adj,0.0,N0,MAN
leviandade,N,-1.0,N0,MAN
leviano,Adj,-1.0,N0,MAN
lhano,Adj,1.0,N0,MAN
liberal,Adj,0.0,N0,MAN
liberalista,Adj,0.0,N0,MAN
liberdade,N,1.0,N0,MAN
libertado,Adj,0.0,N0,JALC
libertador,Adj,1.0,N0,JALC
libertar,V,1.0,N0:N1,MAN
libertario,Adj,-1.0,N0,JALC
libertinagem,N,-1.0,N0,MAN
libertino,Adj,-1.0,N0,MAN
liberto,Adj,0.0,N0,JALC
libidinoso,Adj,-1.0,N0,MAN
licencioso,Adj,-1.0,N0,MAN
licito,Adj,-1.0,N0,MAN
lidimo,Adj,1.0,N0,JALC
ligar a cassete,IDIOM,-1.0,N0,MAN
ligeiro,Adj,0.0,N0,MAN
liliputiano,Adj,-1.0,N0,MAN
limitado,Adj,-1.0,N0,MAN
limpar o bom nome,IDIOM,1.0,N0,MAN
limpar o cebo a,IDIOM,0.0,N0:N1,MAN
limpar o po a,IDIOM,0.0,N0:N1,MAN
limpar o sarampo a,IDIOM,-1.0,N0:N1,MAN
limpar o sebo a,IDIOM,-1.0,N0:N1,MAN
limpido,Adj,1.0,N0,MAN
limpo,Adj,1.0,N0,MAN
linchar,V,0.0,N0:N1,MAN
lindo,Adj,1.0,N0,MAN
linear,Adj,0.0,N0,JALC
linfatismo,N,-1.0,N0,MAN
lingrinhas,Adj,-1.0,N0,MAN
linguareiro,Adj,-1.0,N0,MAN
linguarudo,Adj,-1.0,N0,MAN
liro,Adj,0.0,N0,MAN
liso,Adj,0.0,N0,MAN
lisonjeador,Adj,1.0,N0,MAN
lisonjear,V,0.0,N0:N1,MAN
lisonjeiro,Adj,1.0,N0,MAN
litico,Adj,1.0,N0,JALC
livido,Adj,-1.0,N0,MAN
livrar-se,V,0.0,N0:N1,MAN
livre,Adj,1.0,N0,MAN
lixado,Adj,-1.0,N0,MAN
lixar-se,V,-1.0,N0,MAN
lixar,V,-1.0,N0:N1,MAN
logico,Adj,1.0,N0,MAN
logrativo,Adj,-1.0,N0,MAN
longanime,Adj,1.0,N0,JALC
longanimo,Adj,1.0,N0,JALC
loquaz,Adj,0.0,N0,MAN
lorpa,Adj,-1.0,N0,MAN
louco,Adj,-1.0,N0,MAN
loucura,N,-1.0,N0,MAN
louvaminheiro,Adj,-1.0,N0,MAN
louvavel,Adj,1.0,N0,MAN
lubrico,Adj,0.0,N0,MAN
lucidez,N,1.0,N0,MAN
lucido,Adj,1.0,N0,MAN
ludibriado,Adj,-1.0,N0,JALC
ludibriante,Adj,-1.0,N0,MAN
ludibriar,V,-1.0,N0:N1,MAN
ludibrioso,Adj,-1.0,N0,MAN
lugar-comum,N,-1.0,N0,MAN
lugubre,Adj,-1.0,N0,MAN
luminosidade,N,1.0,N0,MAN
luminoso,Adj,1.0,N0,MAN
lunatico,Adj,-1.0,N0,MAN
lusco,Adj,-1.0,N0,MAN
lusofobo,Adj,-1.0,N0,MAN
lustrado,Adj,1.0,N0,JALC
lustroso,Adj,0.0,N0,MAN
lutador,Adj,1.0,N0,MAN
lutar,V,1.0,N0:N1,MAN
luto,N,-1.0,N0,MAN
lutuoso,Adj,-1.0,N0,MAN
luxuoso,Adj,1.0,N0,JALC
luxuria,N,-1.0,N0,MAN
luxuriante,Adj,0.0,N0,MAN
luxurioso,Adj,0.0,N0,MAN
luzido,Adj,0.0,N0,MAN
ma apresentacao,N,-1.0,N0,MAN
ma cara,N,-1.0,N0,MAN
ma disposicao,N,-1.0,N0,MAN
ma educacao,N,-1.0,N0,MAN
ma fama,N,-1.0,N0,MAN
ma formacao,N,-1.0,N0,MAN
ma fortuna,N,-1.0,N0,MAN
ma-fe,N,-1.0,N0,MAN
ma-governacao,N,-1.0,N0,MAN
ma-prestacao,N,-1.0,N0,MAN
macabro,Adj,-1.0,N0,MAN
macaco,Adj,-1.0,N0,MAN
macado,Adj,-1.0,N0,MAN
macador,Adj,-1.0,N0,MAN
macambuzice,N,-1.0,N0,MAN
macambuzio,Adj,-1.0,N0,MAN
macanjo,Adj,-1.0,N0,MAN
macareno,Adj,-1.0,N0,MAN
macavenco,Adj,-1.0,N0,MAN
machismo,N,-1.0,N0,MAN
machista,Adj,-1.0,N0,MAN
machucado,Adj,-1.0,N0,JALC
macilento,Adj,-1.0,N0,MAN
macio,Adj,0.0,N0,MAN
macudo,Adj,-1.0,N0,MAN
maculado,Adj,-1.0,N0,JALC
madraco,Adj,-1.0,N0,MAN
madrugador,Adj,0.0,N0,MAN
maduro,Adj,1.0,N0,MAN
mafeitoria,N,-1.0,N0,MAN
mafia,N,-1.0,N0,MAN
mafioso,Adj,-1.0,N0,MAN
magalomania,N,-1.0,N0,MAN
magano,Adj,-1.0,N0,MAN
magistral,Adj,1.0,N0,JALC
magnanimidade,N,1.0,N0,MAN
magnanimo,Adj,1.0,N0,MAN
magnificencia,N,1.0,N0,MAN
magnificente,Adj,1.0,N0,MAN
magnificidade,N,1.0,N0,MAN
magnifico,Adj,1.0,N0,MAN
mago,Adj,1.0,N0,JALC
magoar,V,-1.0,N0:N1,MAN
magrelo,Adj,-1.0,N0,JALC
magricela,Adj,-1.0,N0,JALC
maior e vacinado,Adj,0.0,N0,MAN
majestatico,Adj,1.0,N0,MAN
majestoso,Adj,1.0,N0,MAN
mal-afamado,Adj,-1.0,N0,MAN
mal-afeicoado,Adj,-1.0,N0,MAN
mal-afortunado,Adj,-1.0,N0,MAN
mal-agradecido,Adj,-1.0,N0,MAN
mal-amado,Adj,-1.0,N0,MAN
mal-cheiroso,Adj,-1.0,N0,MAN
mal-comportado,Adj,-1.0,N0,MAN
mal-educado,Adj,-1.0,N0,MAN
mal-encarado,Adj,-1.0,N0,MAN
mal-feito,Adj,-1.0,N0,MAN
mal-humorado,Adj,-1.0,N0,MAN
mal-intencionado,Adj,-1.0,N0,MAN
mal-pago,Adj,-1.0,N0,MAN
mal-vestido,Adj,-1.0,N0,MAN
malabarismo,N,-1.0,N0,MAN
malabarista,Adj,-1.0,N0,MAN
malandreco,Adj,-1.0,N0,MAN
malandro,Adj,-1.0,N0,MAN
malcheiroso,Adj,-1.0,N0,MAN
malcriado,Adj,-1.0,N0,MAN
maldade,N,-1.0,N0,MAN
maldicao,N,-1.0,N0,MAN
maldisposto,Adj,-1.0,N0,MAN
maldito,Adj,-1.0,N0,MAN
maldizente,Adj,-1.0,N0,MAN
maldoso,Adj,-1.0,N0,MAN
maleavel,Adj,1.0,N0,MAN
maledicencia,N,-1.0,N0,MAN
maledicente,Adj,-1.0,N0,MAN
maleducado,Adj,-1.0,N0,MAN
malefico,Adj,-1.0,N0,MAN
malencarado,Adj,-1.0,N0,MAN
malevolencia,N,-1.0,N0,MAN
malevolente,Adj,-1.0,N0,MAN
malevolo,Adj,-1.0,N0,MAN
malfadado,Adj,-1.0,N0,MAN
malfazejo,Adj,-1.0,N0,MAN
malfeito,Adj,-1.0,N0,JALC
malfeitor,Adj,-1.0,N0,MAN
malfeitoria,N,-1.0,N0,MAN
malformacao,N,-1.0,N0,MAN
malformado,Adj,-1.0,N0,MAN
malhado,Adj,-1.0,N0,JALC
malhar,V,1.0,N0:N1,MAN
malicia,N,-1.0,N0,MAN
malicioso,Adj,-1.0,N0,MAN
maligno,Adj,-1.0,N0,JALC
malnutricao,N,-1.0,N0,MAN
malogrado,Adj,-1.0,N0,MAN
malquisto,Adj,-1.0,N0,JALC
malsao,Adj,-1.0,N0,JALC
malsucedido,Adj,-1.0,N0,JALC
maltrapilho,Adj,-1.0,N0,MAN
maltratado,Adj,-1.0,N0,JALC
maltratar,V,-1.0,N0:N1,MAN
maluco,Adj,-1.0,N0,MAN
maluquice,N,-1.0,N0,MAN
malvadez,N,-1.0,N0,MAN
malvado,Adj,-1.0,N0,MAN
malvisto,Adj,-1.0,N0,JALC
mamalhudo,Adj,-1.0,N0,MAN
mamar nas tetas de,IDIOM,-1.0,N0:N1,MAN
mamudo,Adj,-1.0,N0,MAN
mancebo,Adj,0.0,N0,MAN
manchado,Adj,-1.0,N0,JALC
manchar a imagem de,IDIOM,-1.0,N0:N1,MAN
manco,Adj,-1.0,N0,MAN
mancomunado,Adj,-1.0,N0,JALC
mandao,Adj,-1.0,N0,MAN
mandar bocas a,IDIOM,0.0,N0:N1,MAN
mandar bocas,IDIOM,-1.0,N0,MAN
mandar calar,IDIOM,-1.0,N0,MAN
mandriao,Adj,-1.0,N0,MAN
maneirista,Adj,-1.0,N0,MAN
maneiro,Adj,1.0,N0,JALC
maneta,Adj,-1.0,N0,MAN
manha,N,-1.0,N0,MAN
manhoso,Adj,-1.0,N0,MAN
mania,N,-1.0,N0,MAN
maniaco-depressivo,Adj,-1.0,N0,MAN
maniaco,Adj,-1.0,N0,MAN
manietado,Adj,-1.0,N0,JALC
manipulacao,N,-1.0,N0,MAN
manipulado,Adj,-1.0,N0,JALC
manipulador,Adj,-1.0,N0,MAN
manipular,V,-1.0,N0:N1,MAN
manipulavel,Adj,-1.0,N0,MAN
manobrado,Adj,-1.0,N0,JALC
manobrar,V,-1.0,N0:N1,MAN
manso,Adj,0.0,N0,MAN
manteigueiro,Adj,-1.0,N0,MAN
maquiavelico,Adj,-1.0,N0,MAN
maquiavelismo,N,-1.0,N0,MAN
maquiavelista,Adj,-1.0,N0,MAN
maquinado,Adj,-1.0,N0,JALC
maquinal,Adj,0.0,N0,MAN
marau,Adj,-1.0,N0,MAN
maravilha,N,1.0,N0,MAN
maravilhoso,Adj,1.0,N0,MAN
marcar pontos,IDIOM,1.0,N0,MAN
marginal,Adj,-1.0,N0,MAN
marginalidade,N,-1.0,N0,MAN
marginalizado,Adj,-1.0,N0,JALC
marginalizar,V,-1.0,N0:N1,MAN
marialva,Adj,-1.0,N0,MAN
maricao,Adj,-1.0,N0,MAN
maricas,Adj,-1.0,N0,MAN
mariola,Adj,-1.0,N0,MAN
marioneta,Adj,-1.0,N0,MAN
mariquice,N,-1.0,N0,MAN
mariquinhas,Adj,-1.0,N0,MAN
marmanjo,Adj,-1.0,N0,MAN
maroto,Adj,-1.0,N0,MAN
marralheiro,Adj,-1.0,N0,MAN
marrano,Adj,-1.0,N0,MAN
marrao,Adj,-1.0,N0,MAN
marreco,Adj,-1.0,N0,MAN
martirizar,V,1.0,N0:N1,MAN
mas intencoes,N,-1.0,N0,MAN
mascarado,Adj,-1.0,N0,JALC
masculo,Adj,1.0,N0,MAN
masochista,Adj,-1.0,N0,MAN
masoquismo,N,-1.0,N0,MAN
masoquista,Adj,-1.0,N0,MAN
massacrar,V,1.0,N0:N1,MAN
massacre,N,-1.0,N0,MAN
massudo,Adj,-1.0,N0,MAN
mastodontico,Adj,0.0,N0,MAN
matador,Adj,-1.0,N0,JALC
matar dois coelhos com uma cajadada,IDIOM,1.0,N0,MAN
matar o vicio,IDIOM,-1.0,N0,MAN
materialismo,N,-1.0,N0,MAN
materialista,Adj,-1.0,N0,MAN
maternal,Adj,1.0,N0,MAN
matias,Adj,-1.0,N0,MAN
matraquear,V,-1.0,N0,MAN
matreiro,Adj,-1.0,N0,MAN
maturidade,N,1.0,N0,MAN
matuto,Adj,-1.0,N0,MAN
mau agouro,N,-1.0,N0,MAN
mau agrado,N,-1.0,N0,MAN
mau aluno,Adj,-1.0,N0,MAN
mau cheiro,N,-1.0,N0,MAN
mau comportamento,N,-1.0,N0,MAN
mau desempenho,N,-1.0,N0,MAN
mau exemplo,N,-1.0,N0,MAN
mau feitio,N,-1.0,N0,MAN
mau genio,N,-1.0,N0,MAN
mau humor,N,-1.0,N0,MAN
mau pagador,Adj,-1.0,N0,MAN
mau,Adj,-1.0,N0,MAN
maus habitos,N,-1.0,N0,MAN
mavioso,Adj,1.0,N0,MAN
mavorcio,Adj,-1.0,N0,MAN
mazombice,N,-1.0,N0,MAN
mazombo,Adj,-1.0,N0,MAN
mazorro,Adj,-1.0,N0,JALC
mecanicista,Adj,0.0,N0,MAN
medianeiro,Adj,0.0,N0,JALC
mediano,Adj,0.0,N0,MAN
mediatico,Adj,0.0,N0,MAN
medio,Adj,0.0,N0,MAN
mediocre,Adj,-1.0,N0,MAN
mediocridade,N,-1.0,N0,MAN
meditabundo,Adj,-1.0,N0,MAN
meditador,Adj,0.0,N0,MAN
meditativo,Adj,0.0,N0,MAN
medo,N,-1.0,N0,MAN
medonho,Adj,-1.0,N0,MAN
medrado,Adj,1.0,N0,MAN
medricas,Adj,-1.0,N0,MAN
medroso,Adj,-1.0,N0,MAN
mefistofelico,Adj,-1.0,N0,MAN
megalomania,N,-1.0,N0,MAN
megalomaniaco,Adj,-1.0,N0,MAN
megalomano,Adj,-1.0,N0,JALC
megalomano,Adj,-1.0,N0,MAN
meigo,Adj,1.0,N0,MAN
meio-alterado,Adj,-1.0,N0,MAN
meio-apalermado,Adj,-1.0,N0,MAN
